char,codepoint,file,line,column,entry,context
䈪,U+422A,20250630-大.csv,17021,例句,籮䈪,例：阿姊行嫁个時節遵古禮，阿舅㧡籮䈪，紙炮並令砰朗響連天。(（姊姊出嫁時候遵循古禮，舅舅肩挑謝籃，鞭炮聲響徹雲霄。）)
䈪,U+422A,20250630-平.csv,9807,例句,㧡,例：㧡擔（挑擔）、㧡火炭（挑木炭）、㧡長籮䈪（挑高禮籃、遇到麻煩事）、菜籃㧡水(喻沒有效果) 例：㧡起來（承擔起來）、㧡責任（擔當責任）、㧡家（承擔家務）、㧡毋贏(承擔不起)
䈪,U+422A,20250630-平.csv,11780,例句,迎親,例：路項有一頂大紅花轎扛等來，接等一𣛮一𣛮个彩禮，一籮䈪一籮䈪个嫁妝，毋知係哪家个迎親陣頭恁排場。(路上有一頂大紅花轎抬著過來，接著一𣛮一𣛮的彩禮，一籮筐一籮筐的嫁妝，不知道是哪家的迎親隊伍這麼盛大。)
䈪,U+422A,20250630-平.csv,17133,詞目,籮䈪,籮䈪
䈪,U+422A,20250630-海.csv,8304,例句,講鬼話,例：信當你講鬼話，該𠊎斯長籮䈪有好㧡咧哪！(相信你講的鬼話，我就吃不完兜著走啊！)
䈪,U+422A,20250630-海.csv,9880,例句,㧡,例：㧡擔（挑擔）、㧡火炭（挑木炭）、㧡長籮䈪（挑高禮籃、遇到麻煩事）、菜籃㧡水（喻沒有效果）、㧡米食(買米過三餐) 例：㧡起來（承擔起來）、㧡責任（擔當責任）、㧡家（承擔家務）、㧡毋贏(承擔不起)
䈪,U+422A,20250630-海.csv,17049,詞目,籮䈪,籮䈪
䈪,U+422A,20250630-海.csv,17049,例句,籮䈪,例：阿婆常常用籮䈪張等牲儀个去敬神。(（阿婆常常用竹籮裝著牲儀去拜神。）)
䌫,U+432B,20250630-南.csv,9171,釋義,鉛,1.化學元素之一。　2.金屬元素之一。色青質軟有延展性、易氧化，抗腐蝕性強，可與其他金屬化合而製成蓄電池、電䌫外皮、防Ｘ射線的材料等。　3.一種書寫工具。　
䕻,U+457B,113海高.csv,1086,海陸華語詞義,豆筣,給豆類植物攀爬的竹竿，亦可說「豆䕻」。
䛍,U+46CD,113安中高.csv,1767,詔安客家語,啐啐䛍,啐啐䛍
䛍,U+46CD,113安中高.csv,1767,例句,啐啐䛍,例如：䀴佢食大麵食到啐啐䛍，害𠊎食肚直直枵起來。
䛍,U+46CD,113安高.csv,140,詔安客家語,嗀嗀䛍,嗀嗀䛍
䛍,U+46CD,113安高.csv,140,例句,嗀嗀䛍,例如：食著無萋个物件，佢在便所內底嘔到嗀嗀䛍。
䛍,U+46CD,113安高.csv,518,詔安客家語,吃吃䛍,吃吃䛍
䛍,U+46CD,113安高.csv,518,例句,吃吃䛍,例如：佢吃吃䛍直直笑，問佢麼个事情也毋講。
䛍,U+46CD,113安高.csv,614,詔安客家語,噦噦䛍,噦噦䛍
䛍,U+46CD,113安高.csv,614,例句,噦噦䛍,例如：遐個細子毋聽人講，得厥依𢫦到噦噦䛍直直唩。
䛍,U+46CD,113安高.csv,615,詔安客家語,喈喈䛍,喈喈䛍
䛍,U+46CD,113安高.csv,615,例句,喈喈䛍,例如：小可仔著傷定，你就莫在遐喈喈䛍。
䛍,U+46CD,113安高.csv,619,詔安客家語,唩唉唉䛍,唩唉唉䛍
䛍,U+46CD,113安高.csv,619,例句,唩唉唉䛍,例如：厥孫得人攙慣勢啊，正放落凳面上就唩唉唉䛍。
䛍,U+46CD,113安高.csv,692,例句,冇笐,例如：竹冇笐冇笐，窿入灶空，大火一燒即會響到砰砰䛍。
䛍,U+46CD,113安高.csv,951,詔安客家語,㕸㕸䛍,㕸㕸䛍
䛍,U+46CD,113安高.csv,951,例句,㕸㕸䛍,例如：食物件較斯文兜，毋好㕸㕸䛍無禮貌。<br>例如：佢正讀高中定，英文即講到㕸㕸䛍啊。
䛍,U+46CD,113安高.csv,1160,詔安客家語,砉砉䛍,砉砉䛍
䛍,U+46CD,113安高.csv,1160,例句,砉砉䛍,例如：佢著一雙新皮鞋，行路砉砉䛍，遠遠就聽會著。
䛍,U+46CD,113安高.csv,1168,詔安客家語,貢貢䛍,貢貢䛍
䛍,U+46CD,113安高.csv,1168,例句,貢貢䛍,例如：迎神遐下大鼓班打到貢貢䛍，攏毋驚會吵著人。
䛍,U+46CD,113安高.csv,1482,詔安客家語,颼颼䛍,颼颼䛍
䛍,U+46CD,113安高.csv,1482,例句,颼颼䛍,例如：窗門無關好勢，風颼颼䛍直直灌入來。
䛍,U+46CD,113安高.csv,1528,例句,半桶水,例如：佢个手藝學到半桶水即喋喋䛍，真會个樣。
䛍,U+46CD,113安高.csv,1529,詔安客家語,砰砰䛍,砰砰䛍
䛍,U+46CD,113安高.csv,1529,例句,砰砰䛍,例如：這個後生子人停動著即砰砰䛍，面臭臭䀴起來實在真得人慼。
䛍,U+46CD,113安高.csv,1613,詔安客家語,喋喋䛍,喋喋䛍
䛍,U+46CD,113安高.csv,1613,例句,喋喋䛍,例如：佢長透喋喋䛍，講佢全世界尞透透。
䛍,U+46CD,113安高.csv,1670,詔安客家語,喈喈䛍,喈喈䛍
䛍,U+46CD,113安高.csv,1670,例句,喈喈䛍,例如：一隻牛毋見攏無講，一支毛挷莫就喈喈䛍。
䛍,U+46CD,113安高.csv,1724,詔安客家語,咍咍䛍,咍咍䛍
䛍,U+46CD,113安高.csv,1724,例句,咍咍䛍,例如：你舞麼个舞到恁悿，仰子按咍咍䛍？
䛍,U+46CD,113安高.csv,1935,詔安客家語,譊譊䛍,譊譊䛍
䛍,U+46CD,113安高.csv,1935,例句,譊譊䛍,例如：事情一件接著一件，連當晝都無閒好食，難怪佢會譊譊䛍。
䛍,U+46CD,20250630-安.csv,14493,例句,倒貶歌,例：戲棚崠，阿丑个倒貶歌唱到拚拚䛍；戲棚下，䀴戲个喝到泥下會定動。(戲臺上，小丑的顛倒歌唱得震天價響；戲臺下，戲迷們喊得天搖地動。)
䛍,U+46CD,20250630-安.csv,14631,例句,病狗,例：遐隻病狗打輸啊，尾㘝㘝喈喈䛍走去。(那條弱狗打架輸了，夾著尾巴哀哀叫落荒而逃。) 例：遐隻病狗，七晝八晝啊猶毋來上班，等下會得人刻到臭頭！(那個渾小子，這麼遲了還不來上班，等一下會被臭罵一頓！)
䛍,U+46CD,20250630-安.csv,14819,例句,粉鳥,例：前幾下年，阿怙識在屋崠供粉鳥，不時攏聽會著咕咕䛍个叫聲。(幾年前，爸爸曾在屋頂養鴿子，常常聽得到咕嚕咕嚕的叫聲。)
䛍,U+46CD,20250630-安.csv,14936,例句,䀯蹛,例：貓聽著排水空遐位唧唧䛍，就跍在脣頭，䀯蹛直直䀴。(（貓聽見排水孔那唧唧作響，就蹲在旁邊，窺伺緊盯著。）)
䛍,U+46CD,20250630-安.csv,15925,例句,嗀,例：嗀嗀䛍（一直發出嘔聲）、嗀一聲(（嘔一聲）) 例：嗀出來（吐出來）、嗀嗀出來(（全部吐出來）)
䛍,U+46CD,20250630-安.csv,16220,例句,興唩,例：這個細子真興唩，吂摸著佢即噦噦䛍！這個細子真興唩，吂摸著佢即噦噦咈！(（這個小孩反應過度，還沒碰到他，他就大聲嘶喊！）)
䛍,U+46CD,20250630-安.csv,16243,詞目,噦噦䛍,噦噦䛍
䛍,U+46CD,20250630-安.csv,16243,釋義,噦噦䛍,形容哭聲淒厲，或大聲喊叫的樣子。例: 佢个食肚疾，疾到噦噦䛍，足苦憐哦！（他肚子痛，痛到哭聲淒厲，好可憐喔！）　
䛍,U+46CD,20250630-安.csv,16575,例句,無家無藪,例：真多去大陸謀事个人，做了真多年，遐位無家無藪猶係真孤單。(很多去大陸做事業的人，做了很多年，那裡沒有家眷還是很孤單。) 例：遐頭樹昨日得人裁莫，本底在樹崠做藪个鳥這下嗄無家無藪，在遐飛上飛下啾啾䛍。(那棵樹昨天被人砍了，原本在樹上做巢的鳥現在無家可歸，在那裡飛上飛下一直叫。)
䠙,U+4819,113四中高.csv,444,四縣客家語,䠙上䠙下,䠙上䠙下
䠙,U+4819,113四中高.csv,444,例句,䠙上䠙下,例如：你兩儕（個人）透日共下䠙上䠙下，到底做麼个頭路。
䠙,U+4819,113四高.csv,190,四縣客家語,大肚踉䠙【大肚扐膕】,大肚踉䠙【大肚扐膕】
䠙,U+4819,113四高.csv,190,例句,大肚踉䠙【大肚扐膕】,例如：厥心臼大肚踉䠙，下隻月就愛做月哩！
䠙,U+4819,113大中高.csv,437,大埔客家語,䠙上䠙落,䠙上䠙落
䠙,U+4819,113大中高.csv,437,例句,䠙上䠙落,例如：若兩儕歸日共下䠙上䠙落，到底做麼个頭路。
䠙,U+4819,113大高.csv,185,大埔客家語,大肚踉䠙,大肚踉䠙
䠙,U+4819,113大高.csv,185,例句,大肚踉䠙,例如：厥心臼大肚踉䠙，下個月斯愛做月咧！
䠙,U+4819,113平中高.csv,446,饒平客家語,䠙上䠙下,䠙上䠙下
䠙,U+4819,113平中高.csv,446,例句,䠙上䠙下,例如：你兩儕透日仔（日／日仔）共下䠙上䠙下，到底做麼个頭路。
䠙,U+4819,113平高.csv,188,饒平客家語,大肚踉䠙,大肚踉䠙
䠙,U+4819,113平高.csv,188,例句,大肚踉䠙,例如：厥新婦大肚踉䠙，下隻月就愛做月咧！
䠙,U+4819,113海中高.csv,443,海陸客家語,䠙上䠙下,䠙上䠙下
䠙,U+4819,113海中高.csv,443,例句,䠙上䠙下,例如：你兩儕透日共下䠙上䠙下，到底做麼个頭路。
䠙,U+4819,113海高.csv,190,海陸客家語,大肚踉䠙,大肚踉䠙
䠙,U+4819,113海高.csv,190,例句,大肚踉䠙,例如：厥心臼大肚踉䠙，下隻月就愛做月咧！
佅,U+4F45,113安中.csv,1003,詔安客家語,阿佅（阿嬰）,阿佅（阿嬰）
佅,U+4F45,113安中.csv,1003,詔安例句,阿佅（阿嬰）,阿佅真得人惜。
佅,U+4F45,20250630-安.csv,1575,例句,收驚,例：阿佅直直唩，驚講有犯著，愛渡去得人收驚無？(小嬰兒一直哭，恐怕有沖犯鬼神，要帶去給人收驚嗎？)
佅,U+4F45,20250630-安.csv,1867,例句,見人,例：阿佅大啊會認人，毋係見人攏攙會著。(嬰兒長大了會認人，不是任誰都抱得到。) 例：阿姊拁頭那毛電壞去啊，毋敢出來廳下見人。(姊姊把頭髮燙壞了，不敢出來客廳見人。)
佅,U+4F45,20250630-安.csv,1911,例句,乳水,例：阿泉嫂个乳水真足，阿佅得佢供到肥卒卒。(阿泉嫂的奶水很充足，小寶寶被養得胖嘟嘟的。)
佅,U+4F45,20250630-安.csv,2196,相反詞,大人,細子人　細阿佅　2.序細　2.下輩
佅,U+4F45,20250630-安.csv,3673,例句,腦囟,例：阿佅个頭那殼吂生合，猶䀴會著腦囟直直跳。(嬰兒的頭蓋骨尚未彌合，還可以看見腦囟一直跳動。)
佅,U+4F45,20250630-安.csv,3929,例句,認人,例：阿佅開始會認人啊，頭那一直斡開，毋肯得別儕攙。(小嬰兒開始會認人了，一直把頭撇開，不肯讓別人抱。)
佅,U+4F45,20250630-安.csv,4275,例句,輕手輕腳,例：房間內底有阿佅在遐睡，大家輕手輕腳，係驚會拁佢吵醒。(（房間裡有嬰兒在睡覺，大家躡手躡腳的，生怕吵醒他。）)
佅,U+4F45,20250630-安.csv,4782,例句,願乳,例：阿佅願乳，手揢腳踢嘴直直擘真心色哦！(嬰兒想吃奶的樣子看起來手動腳踢一直張嘴真有趣喔！)
佅,U+4F45,20250630-安.csv,13825,例句,衣帶,例：阿佅出世大約一禮拜過，衣帶就會㪐莫。(小嬰孩出生大約一個禮拜之後，臍帶頭就會脫落。)
佅,U+4F45,20250630-安.csv,14881,詞目,阿佅,阿佅
佅,U+4F45,20250630-安.csv,15667,例句,軟粢搭碓,例：阿佅軟粢搭碓真無好攙，攙个時務愛細義兜。(（小嬰兒軟綿綿的很難抱，抱的時候要小心一點。）)
佅,U+4F45,20250630-安.csv,16218,例句,精確確,例：這滿个阿佅，兩三個月䀴起來即精確確啊！(（現在的嬰兒，兩三個月看起來就聰明伶俐的樣子了！）)
佅,U+4F45,20250630-安.csv,16222,例句,臭奶羴,例：猶在食奶个阿佅雖然有多少臭奶羴，毋過真得人惜。(（還吃奶的小嬰兒仔雖然或多或少有乳臭味，但是很可愛。）) 例：阿光伯个後生䀴起來猶臭奶羴，無想著佢已經開兩間公司啊。(（阿光伯的兒子看起來還乳臭未乾，沒想到他已經開兩間公司了。）)
佅,U+4F45,20250630-安.csv,16423,相似詞,嬰仔,阿佅
佅,U+4F45,20250630-安.csv,16542,相似詞,阿嬰,阿佅　嬰仔
喠,U+55A0,20250630-南.csv,17957,詞目,綿喠喠,綿喠喠
喠,U+55A0,20250630-南.csv,17957,例句,綿喠喠,例：西瓜擲落地泥綿喠喠吔，愛仰仔食？(（西瓜摔到地上稀巴爛了，要怎麼吃？）)
喠,U+55A0,20250630-大.csv,17458,詞目,綿喠喠,綿喠喠
喠,U+55A0,20250630-平.csv,17702,詞目,綿喠喠,綿喠喠
喠,U+55A0,20250630-平.csv,17702,例句,綿喠喠,例：西瓜擲落地泥綿喠喠咧，愛仰般食？(（西瓜摔到地上稀巴爛了，要怎麼吃？）)
喠,U+55A0,20250630-海.csv,17634,詞目,綿喠喠,綿喠喠
喴,U+55B4,20250630-四.csv,16543,相似詞,牙絲絲仔,牙喴喴仔
喴,U+55B4,20250630-平.csv,11626,相似詞,牙絲絲,牙喴喴
喴,U+55B4,20250630-海.csv,11771,相似詞,牙絲絲,牙喴喴ve仔
尯,U+5C2F,113安中高.csv,19,詔安客家語,尯著,尯著
尯,U+5C2F,113安中高.csv,19,例句,尯著,例如：佢走忒緊，一下無注意，腳嗄尯著。
尯,U+5C2F,113安中高.csv,900,例句,杖,例如：佢个腳尯著，愛擎杖正行會在。
搼,U+643C,113平高.csv,694,饒平客家語,搼,搼
撎,U+648E,113四高.csv,520,四縣客家語,撎撎共下【擳擳共下】,撎撎共下【擳擳共下】
撎,U+648E,113四高.csv,520,例句,撎撎共下【擳擳共下】,例如：東西毋分類，麼个就撎撎共下，還毋係愛整理過。
撎,U+648E,113平高.csv,512,饒平客家語,撎撎共下,撎撎共下
撎,U+648E,113平高.csv,512,例句,撎撎共下,例如：東西毋分類，麼个斯撎撎共下，還毋係愛整理過。
撎,U+648E,113海高.csv,512,海陸客家語,撎撎共下,撎撎共下
撎,U+648E,113海高.csv,512,例句,撎撎共下,例如：東西毋分類，麼个斯撎撎共下，還毋係愛整理過。
撎,U+648E,20250630-平.csv,281,例句,菣香,例：阿姆煮惜圓會撎歸大扡香菜仔來菣香。(媽媽煮湯圓會放一大把香菜來增添香氣。)
撎,U+648E,20250630-海.csv,282,例句,菣香,例：阿姆煮粄圓會撎歸大扡香菜仔來菣香。(媽媽煮湯圓會放一大把香菜來增添香氣。)
撎,U+648E,20250630-海.csv,4443,例句,豬粉腸,例：煠熟个豬粉腸搵豆油摎酸醋，過撎一息薑絲盡好食哦。(燙熟的豬粉腸沾醬油和醋，再配一些薑絲很好吃。)
槵,U+69F5,113安中高.csv,657,詔安客家語,無槵籽,無槵籽
槵,U+69F5,113安中高.csv,657,例句,無槵籽,例如：無槵籽个籽會用提來洗衫褲。
槵,U+69F5,20250630-安.csv,16036,例句,油漬漬,例：鑊油漬漬，會用用無槵籽清潔劑先洗過，正用米汁水加洗一遍。(鍋子油膩膩的，可以用無患子清潔劑先洗過，再用洗米水洗一次。)
櫉,U+6AC9,20250630-海.csv,2619,例句,茄冬,例：茄冬个木材花色當靚，拿來做櫉當竳笐。(茄冬的木材紋理色澤很美，拿來做櫉子很好。)
殜,U+6B9C,20250630-大.csv,11370,相反詞,硬拚拚,軟殜殜軟齏齏軟斗
殜,U+6B9C,20250630-平.csv,11671,相反詞,硬拚拚,軟殜殜仔軟齏齏仔軟巴巴仔
殜,U+6B9C,20250630-海.csv,11815,相反詞,硬拚拚,軟殜殜仔軟齏齏仔
沯,U+6CAF,113安高.csv,1157,詔安客家語,沯來沯去,沯來沯去
沯,U+6CAF,113安高.csv,1157,詔安華語詞義,沯來沯去,液體因搖動溢出的樣子，通常指桶、杓、杯、碗等較小的容器因受外力激盪而濺出內容物的情形。「半桶水沯來沯去」則是比喻能力不足又愛喧嚷炫耀之人。
沯,U+6CAF,113安高.csv,1157,例句,沯來沯去,例如：阿依擔水沃菜，上大崎一擔水沯來沯去，擔到菜園伸無一半。
沯,U+6CAF,20250630-安.csv,14018,詞目,沯出,沯出
爏,U+720F,20250630-四.csv,10380,相反詞,冷膣冷滑,燒熝熝仔　滾爏爏仔　
爏,U+720F,20250630-四.csv,16571,相似詞,燒熝熝仔,滾爏爏仔
爏,U+720F,20250630-平.csv,10299,相反詞,冷膣冷滑,燒熝熝仔　滾爏爏仔　
爏,U+720F,20250630-平.csv,13284,相似詞,燒熝熝,滾爏爏
爏,U+720F,20250630-海.csv,13450,相似詞,燒熝熝,滾爏爏仔
盫,U+76EB,20250630-南.csv,13874,相反詞,挺挺昂,盫盫覆
盫,U+76EB,20250630-四.csv,14231,相反詞,挺挺昂,盫盫覆
盫,U+76EB,20250630-大.csv,13704,相反詞,挺挺昂,盫盫覆
盫,U+76EB,20250630-平.csv,14133,相反詞,挺挺昂,盫盫覆
睈,U+7748,20250630-大.csv,254,例句,鷂婆,例：鷂婆在天頂飛上飛下，睈看哪有雞子好釣。(（老鷹在天上飛來飛去，注視著看哪裡有小雞可抓。）)
硆,U+7846,113安中.csv,384,詔安客家語,崩硆,崩硆
硆,U+7846,113安中.csv,384,詔安例句,崩硆,轉斡遐下愛注意，正毋會跌落崩硆下。
硆,U+7846,20250630-安.csv,5116,相似詞,崩崗,大崁　崩硆　石壁崖
硆,U+7846,20250630-安.csv,13421,詞目,崩硆,崩硆
碽,U+78BD,113四高.csv,1245,四縣客家語,涇碽,涇碽
碽,U+78BD,113四高.csv,1245,例句,涇碽,例如：拿隻大石牯擲落深潭，就聽著涇碽一聲。
碽,U+78BD,113大高.csv,1237,大埔客家語,涇碽,涇碽
碽,U+78BD,113大高.csv,1237,例句,涇碽,例如：拿一粒大石牯擲落深潭，斯聽著涇碽一聲。
碽,U+78BD,113安高.csv,1147,詔安客家語,涇碽,涇碽
碽,U+78BD,113安高.csv,1147,例句,涇碽,例如：提一粒大石頭擊落深潭，即聽著涇碽一聲。
碽,U+78BD,113平高.csv,1240,饒平客家語,涇碽,涇碽
碽,U+78BD,113平高.csv,1240,例句,涇碽,例如：提隻大石牯擲落深潭，斯聽著涇碽一聲。
碽,U+78BD,113海高.csv,1241,海陸客家語,涇碽,涇碽
碽,U+78BD,113海高.csv,1241,例句,涇碽,例如：拿隻大石牯擲落深潭，斯聽著涇碽一聲。
秙,U+79D9,20250630-四.csv,16957,相似詞,奀孱,奀奀孱孱媸媸秙稐
秙,U+79D9,20250630-平.csv,17002,相似詞,奀孱,奀奀孱孱媸媸秙稐
箼,U+7BBC,20250630-安.csv,1623,例句,竹頭,例：竹頭个形真心色，所以有人會提來雕刻。(竹頭的形狀很有趣，所以有些人會拿來雕刻。) 例：這箼竹頭傷密，冬尾愛裁一兜仔莫，春天正較會發筍。(這堆竹叢太密集了，冬天要砍除一些，春天才比較容易長出竹筍。)
蜶,U+8736,113大高.csv,733,大埔客家語,蚊蜶,蚊蜶
蜶,U+8736,113大高.csv,733,例句,蚊蜶,例如：熱天騎車愛注意蚊蜶，分佢打著會擘毋開目。
蜶,U+8736,113安高.csv,675,詔安客家語,蚊蜶,蚊蜶
蜶,U+8736,113安高.csv,675,例句,蚊蜶,例如：熱天騎車愛注意蚊蜶，得佢打著目珠會擘毋會開。
蜶,U+8736,113平高.csv,734,饒平客家語,蚊蜶仔,蚊蜶仔
蜶,U+8736,113平高.csv,734,例句,蚊蜶仔,例如：熱天騎車仔愛注意蚊蜶仔，分佢打著會擘毋開目。
蜶,U+8736,113海中高.csv,104,例句,目珠打著,例如：熱天時蚊蜶仔歸陣飛，騎車仔該下目珠打著，當痛。
蜶,U+8736,113海高.csv,735,海陸客家語,蚊蜶仔,蚊蜶仔
蜶,U+8736,113海高.csv,735,例句,蚊蜶仔,例如：熱天騎車仔愛注意蚊蜶仔，分佢打著會擘毋開目。
蜶,U+8736,20250630-南.csv,10861,相似詞,虻仔,蚊蜶仔
蜶,U+8736,20250630-四.csv,11108,相似詞,虻仔,蛢仔蚊蜶仔
蜶,U+8736,20250630-四.csv,17326,詞目,蚊蜶仔,蚊蜶仔
蜶,U+8736,20250630-四.csv,17326,例句,蚊蜶仔,例：臨暗仔去運動，會有當多蚊蜶仔在頭那頂飛來飛去。(（傍晚時去運動，會有很多搖蚊在頭上飛來飛去。）)
蜶,U+8736,20250630-大.csv,10734,相似詞,虻,蛢蚊蜶
蜶,U+8736,20250630-大.csv,17608,詞目,蚊蜶,蚊蜶
蜶,U+8736,20250630-大.csv,17608,例句,蚊蜶,例：臨暗邊去運動，會有當多蚊蜶在頭那頂飛來飛去。(（傍晚時去運動，會有很多搖蚊在頭上飛來飛去。）)
蜶,U+8736,20250630-安.csv,9349,相似詞,虻,蚊蜶
蜶,U+8736,20250630-安.csv,16065,例句,蚊螅,例：偎暗个時去運動，會有真多蚊蜶在頭那崠飛來飛去。(（傍晚時去運動，會有很多搖蚊在頭上飛來飛去。）)
蜶,U+8736,20250630-平.csv,11009,相似詞,虻仔,蚊蜶仔
蜶,U+8736,20250630-平.csv,17743,例句,蚊螅,例：臨暗邊去運動，會有當多蚊蜶在頭那頂飛來飛去。(（傍晚時去運動，會有很多搖蚊在頭上飛來飛去。）)
蜶,U+8736,20250630-海.csv,11130,相似詞,虻仔,蛢仔　蚊蜶仔
蜶,U+8736,20250630-海.csv,11565,例句,目絲絲,例：看你目絲絲，目珠分蚊蜶仔打著係無？(看你瞇著眼睛的樣子，被小飛蚊闖入眼睛嗎？)
蜶,U+8736,20250630-海.csv,17213,詞目,蚊蜶仔,蚊蜶仔
蜶,U+8736,20250630-海.csv,17213,例句,蚊蜶仔,例：臨暗仔去運動，會有當多蚊蜶仔在頭那頂飛來飛去。(（傍晚時去運動，會有很多搖蚊在頭上飛來飛去。）) 例：熱天時節个蚊蜶仔當惡，佢會穿過眠帳去咬人。(（夏天的小黑蚊很兇，牠會穿過蚊帳去叮人。）)
襎,U+894E,20250630-南.csv,2707,相似詞,㝗㝗㝩㝩,朗朗膨膨　𧟌𧟌襎襎
襎,U+894E,20250630-四.csv,2912,相似詞,朗朗膨膨,㝗㝗㝩㝩　𦒨𦒨襎襎
襎,U+894E,20250630-平.csv,2851,相似詞,朗朗膨膨,㝗㝗㝩㝩　𦒨𦒨襎襎　剌剌蹳蹳　㝗㝗膨膨
襎,U+894E,20250630-海.csv,2827,相似詞,朗朗膨膨,㝗㝗㝩㝩　𧟌𧟌襎襎
輰,U+8F30,20250630-海.csv,3102,相似詞,偷笑,偷輰
雭,U+96ED,113安中高.csv,624,詔安客家語,落雭雭雨,落雭雭雨
雭,U+96ED,113安中高.csv,624,例句,落雭雭雨,例如：外頭落雭雭雨，炙在禾埕个衫褲好攔緊去收入來。
雭,U+96ED,20250630-安.csv,14305,相似詞,雨浘,霢霂仔雭雭雨
雭,U+96ED,20250630-安.csv,14306,詞目,雭雭雨,雭雭雨
雭,U+96ED,20250630-安.csv,14306,例句,雭雭雨,例：外頭落雭雭雨啊，毋知會越落越大無？雨傘隨个好啦！(外面下起毛毛細雨了，不知道會不會越下越大？傘帶著吧！)
雭,U+96ED,20250630-安.csv,14576,詞目,落雭雭雨,落雭雭雨
韚,U+97DA,20250630-南.csv,18109,詞目,韌韚韚仔,韌韚韚仔
韚,U+97DA,20250630-南.csv,18109,例句,韌韚韚仔,例：你炒个大腸無得訣，韌韚韚仔噍毋綿，吞毋得落。(你炒的大腸沒有得到要領，柔韌嚼不爛，難以下嚥。)
骲,U+9AB2,113四高.csv,2789,四縣客家語,骲仔,骲仔
骲,U+9AB2,113四高.csv,2789,例句,骲仔,例「拷骲仔」表射擊。
骲,U+9AB2,113大高.csv,2780,大埔客家語,骲,骲
骲,U+9AB2,113大高.csv,2780,例句,骲,例「打骲」表射擊。
骲,U+9AB2,113平高.csv,2775,饒平客家語,骲仔,骲仔
骲,U+9AB2,113平高.csv,2775,例句,骲仔,例「拷骲仔」表射擊。
骲,U+9AB2,113海高.csv,2775,海陸客家語,骲仔,骲仔
骲,U+9AB2,113海高.csv,2775,例句,骲仔,例「拷骲仔」表射擊。
,U+E452,113大中.csv,503,大埔例句,網,蝲織網來捉蟲。<br>三日打魚，四日晒網。
,U+E452,113平中.csv,502,饒平例句,網,蝲織網來捉蟲仔（蟲／蟲仔）。<br>三日打魚，四日炙網。
,U+E452,113海中.csv,501,海陸例句,網,蝲織網來捉蟲仔。<br>三日打魚，四日晒網。
,U+E459,113海中.csv,338,海陸例句,嘴擘擘（嘴開開）,老弟一床就嘴擘擘討飯食。
,U+E463,20250630-四.csv,475,相似詞,生菇,生白菇　上烏　生狗屎毛
,U+E4D8,20250630-平.csv,4007,例句,滷卵,例：爌肉食忒咧，伸个湯做得提來滷卵、滷豆腐。(紅燒肉吃完了，剩下的湯汁可以用來滷蛋、滷豆腐。) 例：這隻飯仔除忒滷排骨摎青菜，還有合一粒滷卵，嶄然豐沛。(這個便當除了滷排骨和青菜，還附了一顆滷蛋，非常豐盛。)
,U+E548,113四中高.csv,1158,例句,面𢳆面竵（面𢳆鼻竵）,例如：該隻（個）後生人講佢毋得，一下仔就面面竵。
,U+E548,113海中高.csv,1156,例句,面𢳆面竵,例如：該隻後生人講佢毋得，一下仔就面面竵。
,U+E566,20250630-平.csv,17006,例句,扭肘,例：扭肘性个人做麼个就較毋決截，摎佢共下做事當悿。(（個性古怪的人做什麼都很不乾脆，與他一起工作非常累。）)
,U+E5A4,113平中高.csv,1140,例句,亮亮,例如：烏結𤊶个鑊頭，分𠊎鑪到亮亮金金。
,U+E700,20250630-四.csv,86,例句,堵堵好,例：今晡日兩儕堵堵好有閒，共下來去逛街好無？(今天我們兩人剛剛好有空，一起去逛街好嗎？)
,U+E700,20250630-四.csv,176,例句,過爐,例：王爺公過爐該下，隨香个人異多，當鬧熱喔！(王爺公過爐時，隨行的人很多，非常熱鬧喔！) 例：兜莊項个媽祖婆，逐年都愛轉北港去過爐。(我們村裡的媽祖婆，每年都要回到北港過爐。)
,U+E700,20250630-四.csv,301,例句,開基祖,例：徐姓个開基祖係雲崖公，到𠊎這代既經係二十世吔。(我們徐姓的開基祖是雲崖公，到我這代已經二十世了。)
,U+E700,20250630-四.csv,670,例句,山窩,例：下到山窩仔項有涼亭，做得在該歇睏一下。(下山到山凹處有涼亭，我們可以在那休息一下。)
,U+E700,20250630-四.csv,723,例句,元首,例：臺灣个元首，係人民投票選出來个。(我們臺灣的元首，是人民投票選出來的。)
,U+E700,20250630-四.csv,735,例句,公分,例：來比看啊，看你高𠊎幾多公分。(我們來比比看，看你比我高幾公分。)
,U+E700,20250630-四.csv,776,例句,分別,例：老弟到今都還毋會分別鴨仔同鵝仔。(弟弟至今都還不會分辨鴨子與鵝。) 例：平平係八十個銀个便當，敢會有麼个分別？(一樣是八十元的便當，會有什麼差別嗎？) 例：天光日俚就愛分別哩，愛較輒兜仔聯絡喔！(明天我們就要分開了，要常常聯絡喔！)
,U+E700,20250630-四.csv,830,例句,少數,例：這下係民主社會，少數人个意見，俚乜愛尊重。(現在是民主社會，少數人的意見，我們也要尊重。)
,U+E700,20250630-四.csv,859,例句,心專石穿,例：人若係肯專心做事，心專石穿，定著會成功。(我們如果肯專心做事，心專石穿，一定會成功。)
